show_id,type,title,country,director,cast,date_added,release_year,rating,duration,listed_in,count,description
s3623,Movie,Life 2.0,United States,Jason Spingarn-Koff,,"April 1, 2017",2010,TV-MA,99 min,Documentaries,1,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.
s3624,Movie,Life After Beth,United States,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, Anna Kendrick, Paul Weitz","July 21, 2018",2014,R,89 min,"Comedies, Horror Movies, Independent Movies",1,"Following the death of his beloved girlfriend, Beth, Zach is first shattered and then overjoyed when she inexplicably comes back to life."
s3625,Movie,Life in a ... Metro,India,Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon, Shilpa Shetty, Shiney Ahuja, Sharman Joshi, Kangana Ranaut, Nafisa Ali, Manoj Pahwa","November 1, 2018",2007,TV-14,126 min,"Dramas, International Movies, Music & Musicals",1,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.
s3626,Movie,Life in the Doghouse,United States,Ron Davis,,"June 1, 2019",2018,TV-PG,83 min,"Documentaries, LGBTQ Movies",1,"A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting."
s3627,Movie,Life Ki Toh Lag Gayi,India,Rakesh Mehta,"Kay Kay Menon, Ranvir Shorey, Manu Rishi Chadha, Pradhuman Singh, Neha Bhasin, Jackie Shroff, Asrani, Neeraj Vora, Sharat Saxena, Tom Alter","December 28, 2018",2012,TV-MA,109 min,"Action & Adventure, Comedies, Dramas",1,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
s3628,Movie,Life of An Outcast,India,Pawan K Shrivastava,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh","February 25, 2019",2018,TV-PG,80 min,"Dramas, Independent Movies, International Movies",1,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism."
s3629,TV Show,Life on Location,United States,,David Attenborough,"April 22, 2015",2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1,"Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program."
s3630,Movie,Life Overtakes Me,"Sweden, United States","John Haptas, Kristine Samuelson",,"June 15, 2019",2019,TV-PG,40 min,Documentaries,1,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome."
s3631,TV Show,Life Plan A and B,Taiwan,,"Rainie Yang, Yan Yu-lin, Johnny Lu, Chang Fu-chien, Chen Chi-hsia","August 1, 2017",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.
s3632,TV Show,Life Sentence,United States,,Lucy Hale,"June 23, 2018",2018,TV-14,1 Season,TV Dramas,1,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today."""
s3633,TV Show,Life Story,United Kingdom,,David Attenborough,"June 20, 2016",2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1,This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.
s3634,Movie,Life's Speed Bump,Egypt,Wael Ehsan,"Ahmed Helmy, Nour, Ezzat Abou Aouf, Ahmed Rateb, Ahmed Saeed Abdel-Ghany, Menna Arafa","June 2, 2020",2006,TV-14,109 min,"Comedies, International Movies",1,"Seeking job opportunities, a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman."
s3635,Movie,Lifechanger,Canada,Justin McConnell,"Lora Burke, Jack Foley, Bill Oberst Jr., Elitsa Bako, Sam James White, Rachel Vanduzer, Steve Kasan","May 28, 2019",2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",1,"A shapeshifter has to kill, then inhabit his victims, or die. But as his need for new bodies speeds up, he finally faces down his own mortality."
s3636,Movie,Lifeline,Hong Kong,Johnnie To,"Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan","August 16, 2018",1997,TV-14,104 min,"Action & Adventure, International Movies",1,Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.
s3637,Movie,Light in the Dark,Nigeria,Ekene Som Mekwunye,"Rita Dominic, Joke Silva, Ngozi Nwosu, Kiki Omeili, Kalu Ikeagwu, Emmanuel Essien, Saidi Balogun","May 18, 2020",2019,TV-14,105 min,"Dramas, International Movies",1,A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.
s3638,Movie,Like Arrows,United States,Kevin Peeples,"Micah Lynn Hanson, Alan Powell, Elizabeth Becka, Garry Nation, Joseph Callender, Anisa Nyell Johnson, Aowyn Grace Peoples, John Jackson Hunter, Alex Kendrick","May 6, 2019",2018,TV-PG,99 min,"Dramas, Faith & Spirituality",1,"Over 50 years of their lives, a couple enjoys the blessings and setbacks of parenting, and learns that God has to be at the center of their family."
s3639,Movie,Like Father,United States,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman","August 3, 2018",2018,TV-MA,104 min,"Comedies, Dramas",1,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
s3640,Movie,Like Water for Chocolate,Mexico,Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez, Ada Carrasco, Yareli Arizmendi, Claudette Maillé, Pilar Aranda","November 1, 2019",1992,R,105 min,"Classic Movies, Dramas, International Movies",1,"When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares."
s3641,Movie,Lil Peep: Everybody’s Everything,United States,"Sebastian Jones, Ramez Silyan",Lil Peep,"March 4, 2020",2019,TV-MA,116 min,"Documentaries, Music & Musicals",1,"This intimate portrait depicts the rise of artist Lil Peep, whose genre-bending music attracted a massive following and ultimately defined his life."
s3642,Movie,Lila & Eve,United States,Charles Stone III,"Viola Davis, Jennifer Lopez, Andre Royo, Shea Whigham, Aml Ameen, Chris Chalk, Will Brittain, Michole Briana White, Julius Tennon, Gino Vento, Yolonda Ross","February 6, 2016",2015,R,94 min,"Dramas, Thrillers",1,"After each of them loses a child to murder, two women who meet in a support group initiate their own investigation when the police are no help."
s3643,Movie,Lilli,India,Prasobh Vijayan,"Samyuktha Menon, Aaryan Menon, Dhanesh Anand, Kannan Nayar, Sajin Cherukayil, Kevin Jose, Athulya","December 17, 2018",2018,TV-MA,85 min,"Dramas, International Movies, Thrillers",1,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
s3644,TV Show,Lilyhammer,"Norway, United States",,"Steven Van Zandt, Trond Fausa, Steinar Sagen, Robert Skjærstad, Tommy Karlsen, Fridtjov Såheim, Marian Saastad Ottesen","November 21, 2014",2014,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",1,"After testifying against the Mafia, ex-gangster Frank Tagliano enters witness protection and asks to be sent to Norway."
s3645,Movie,Limitless,India,Vrinda Samartha,,"October 1, 2019",2017,TV-PG,59 min,"Documentaries, International Movies, Sports Movies",1,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.
s3646,TV Show,Limmy's Show!,United Kingdom,,"Brian Limond, Debbie Welsh, Tom Brogan, Raymond Mearns, Kirstin McLean"," October 1, 2019",2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies",1,"Scottish comic Brian ""Limmy"" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer ""Falconhoof."""
s3647,Movie,Lincoln,"United States, India",Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Jackie Earle Haley, John Hawkes, Jared Harris, Joseph Cross, Tim Blake Nelson, David Oyelowo, Bruce McGill","February 21, 2018",2012,PG-13,150 min,Dramas,1,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years."
s3648,Movie,Line Walker,"China, Hong Kong",Jazz Boon,"Nick Cheung, Louis Koo, Francis Chun-Yu Ng, Charmaine Sheh, Hui Shiu Hung, Li Guangjie, Zhang Huiwen, Xing Yu, Cheng Taishen, Moses Chan, Louis Cheung","December 1, 2018",2016,TV-MA,109 min,"Action & Adventure, Dramas, International Movies",1,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.
s3649,Movie,Lingua Franca,"United States, Philippines",Isabel Sandoval,"Eamon Farren, Lev Gorn, PJ Boudousqué, Lynn Cohen, Isabel Sandoval, Ivory Aquino, Andrea Leigh, Leif Steinert","August 26, 2020",2020,TV-MA,94 min,"Dramas, International Movies, LGBTQ Movies",1,An undocumented trans woman seeking legal status in the US becomes romantically involved with the grandson of the elderly woman she cares for.
s3650,TV Show,Lion Pride,Taiwan,,"Yen Tsao, Amanda Chou, Kevin Liu, Peace Yang, Kenny Wen, Tzu-chiang Chao, Vince Kao, Lin Ching-Tai, Lin He Xuan, Michael Yang","December 21, 2018",2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,"After crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery."
s3651,Movie,Lion's Heart,Egypt,Karim El Sobky,"Mohamed Ramadan, Hassan Hosny, Horeya Farghaly, Sayed Rajab, Aida Reyad, Omar Mustafa Metwally, Riham Ayman, Mohsen Mansour, Afaf Rashad, Maher Essam, Sabry Fawwaz, Hamdy Heykal, Sabry Abdel Moniem","May 9, 2019",2013,TV-14,111 min,"Action & Adventure, International Movies",1,"Kidnapped as a child and raised in the circus, a young lion tamer’s tough side emerges when he gets entangled in an underworld murder mystery."
s3652,Movie,Lionheart,Nigeria,Genevieve Nnaji,"Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu, Kanayo O. Kanayo","January 4, 2019",2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies",1,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
s3653,Movie,Liss Pereira: Reteniendo líquidos,Brazil,Fernando Ayllón,Liss Pereira,"April 10, 2019",2019,TV-14,59 min,Stand-Up Comedy,1,"A pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships."
s3654,Movie,Listen,Lebanon,Philippe Aractingi,"Hadi Bou Ayash, Ruba Zarour, Yara Bou Nassar, Rafik Ali Ahmad, Joseph Bou Nassar, Lama Lawand","October 19, 2020",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",1,"A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses."
s3655,Movie,Listen Up! The Lives of Quincy Jones,,Ellen Weissbrod,"Quincy Jones, Miles Davis, Ray Charles, Sheila E., Ella Fitzgerald, Flavor Flav, Aretha Franklin, Dizzy Gillespie, Lesley Gore, Herbie Hancock, Ice-T, Jesse Jackson, Michael Jackson, Frank Sinatra, Oprah Winfrey","November 1, 2019",1990,TV-14,116 min,"Documentaries, Music & Musicals",1,"Steering clear of convention, this affecting documentary pays tribute to the life and work of composer, musician and producer Quincy Jones, one of the best-known and most respected men in the music industry."
s3656,Movie,Little Baby Bum: Go Buster,,,,"October 1, 2019",2019,TV-Y,58 min,Children & Family Movies,1,This compilation for preschoolers features a peppy young bus and his first life experiences where bumps in the road won't stop him from a fun ride.
s3657,TV Show,Little Baby Bum: Nursery Rhyme Friends,United Kingdom,,"Chloe Marsden, Aaron Marsden, María Esnoz","October 18, 2019",2019,TV-Y,2 Seasons,"British TV Shows, Kids' TV",1,"Twinkle, Mia, Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones."
s3658,Movie,Little Boxes,United States,Rob Meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays","June 1, 2017",2016,TV-MA,89 min,"Comedies, Dramas, Independent Movies",1,"After moving from New York City to a small town in Washington state, an interracial couple and their preteen son struggle to adjust to their new life."
s3659,Movie,Little Dragon Maiden,Hong Kong,Hua Shan,"Leslie Cheung, Jing-Jing Yung, Chen Kuan-tai, Leanne Liu, Tanny Tien Ni","August 1, 2018",1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies",1,"Seeking to improve his combat skills, a young man falls in love with a woman with mystical powers, but his past stands in the way of their union."
s3660,Movie,Little Evil,United States,Eli Craig,"Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field","September 1, 2017",2017,TV-MA,95 min,"Comedies, Horror Movies",1,"In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon."
s3661,TV Show,Little Lunch,Australia,,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena","February 1, 2018",2015,,1 Season,"Kids' TV, TV Comedies",1,"Adopting a child's perspective, this show takes a humorous look at what happens during those action-packed 15 minutes of snack time each day."
s3662,Movie,Little Lunch: The Halloween Horror Story,Australia,Tim Bartley,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope","March 15, 2018",2016,TV-Y7,23 min,"Children & Family Movies, Comedies",1,"When the class puts on a Halloween play about a boy who leaves behind his friends for a scary new place, it hits too close to home for one student."
s3663,Movie,Little Lunch: The Nightmare Before Graduation,Australia,Robyn Butler,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope","March 15, 2018",2016,TV-Y7,25 min,"Children & Family Movies, Comedies",1,Mrs. Gonsha's students are excited about the end of primary school – until they discover that a classmate might not move on with them.
s3664,Movie,Little Men,"United States, Greece, Brazil",Ira Sachs,"Greg Kinnear, Jennifer Ehle, Paulina García, Alfred Molina, Michael Barbieri, Theo Taplitz, Talia Balsam, Maliq Johnson, Anthony A. Flamminio, Madison Wright, John Procaccino","January 12, 2017",2016,PG,85 min,"Dramas, Independent Movies",1,Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.
s3665,Movie,Little Miss Sumo,United Kingdom,Matt Kay,Hiyori Kon,"October 28, 2019",2018,TV-G,20 min,"Documentaries, International Movies, Sports Movies",1,"In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime."
s3666,Movie,Little Monsters,United States,Richard Greenberg,"Fred Savage, Howie Mandel, Daniel Stern, Margaret Whitton, Rick Ducommun, Frank Whaley, Ben Savage, William Murray Weiss, Devin Ratray, Amber Barretto","November 1, 2020",1989,PG,102 min,"Children & Family Movies, Comedies",1,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends."
s3667,Movie,Little Nicky,United States,Steve Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Allen Covert, Tommy 'Tiny' Lister, Kevin Nealon, Jon Lovitz, Michael McKean, Quentin Tarantino","December 1, 2020",2000,PG-13,90 min,Comedies,1,"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power."
s3668,TV Show,Little Singham,India,,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra","July 4, 2020",2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",1,"A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil."
s3669,Movie,Little Singham aur Kaal ka Mahajaal,,Prakash Satam,,"December 1, 2018",2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies",1,"When Kaal, the vilest demon on earth, threatens to destroy his village, child cop Little Singham must use his strength and smarts to fight back."
s3670,Movie,Little Singham Bandarpur Mein Hu Ha Hu,,,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Jitendra Dasadiva, Manoj Pandey, Manish Bhuvan, Meena Nahta, Neshma Chemburkar, Saumya Daan, Sonal Kaushal","July 11, 2019",2019,TV-Y7,67 min,"Children & Family Movies, Comedies",1,"Little Singham's sidekick monkey, Chikki, is stuck in the magical land of Bandarpur! Can the kid cop save his beloved pet before danger strikes?"
s3671,Movie,Little Singham in London,,Prakash Satam,,"April 22, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies",1,"Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief."
s3672,Movie,Little Singham: Kaal Ka Badla,,Prakash Satam,"Anamaya Verma, Arushi Talwar, Ganesh Divekar, Jigna Bhardwaj, Krishna Dasadiya, Neshma Chemburkar, Manoj Pandey, Parminder Ghumman, Pranav Vaidya, Saumya Daan, Sonal Kaushal, Sumriddhi Shukla","August 19, 2020",2020,TV-Y7,70 min,"Children & Family Movies, Comedies",1,"Little Singham’s biggest enemy, the demon Kaal, is back and badder than ever — but this time, will he succeed in destroying the world’s best kid cop?"
s3673,Movie,Little Singham: Kaal Ki Tabaahi,,Prakash Satam,,"October 19, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies",1,Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?
s3674,Movie,Little Singham: Legend of Dugabakka,,,,"July 15, 2020",2020,TV-Y7,68 min,"Children & Family Movies, Comedies",1,"As fears rise over a ghost known for nighttime abductions, Mirchi Nagar residents look to the only person they know can save them: Little Singham!"
s3675,Movie,Little Singham: Mahabali,,Prakash Satam,"Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar","November 27, 2019",2019,TV-Y7,69 min,"Children & Family Movies, Comedies",1,"In a journey back in time to the ancient city of Mirchigadh, Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army."
s3676,Movie,Little Sister,United States,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk","January 14, 2017",2016,NR,91 min,"Comedies, Dramas, Independent Movies",1,"A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War."
s3677,TV Show,Little Things,India,,"Dhruv Sehgal, Mithila Palkar","November 9, 2019",2019,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",1,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai."
s3678,TV Show,Little Witch Academia,Japan,,"Megumi Han, Fumiko Orikasa, Michiyo Murase, Yoko Hikasa, Arisa Shida, Rie Murakawa, Reina Ueda, Ryosuke Kanemoto, Junko Takeuchi, Noriko Hidaka","June 30, 2017",2017,TV-Y7,2 Seasons,"Anime Series, International TV Shows",1,"Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success."
s3679,TV Show,Littlest Pet Shop: A World of Our Own,United States,,"Rhona Rees, Ingrid Nilson, Diana Kaarina, Travis Turner, Lili Beaudoin, Kyle Rideout, Vincent Tong, Alessandro Juliani, Ian Hanlin, Brittney Wilson, Bethany Brown, Tabitha St. Germain","February 1, 2019",2018,TV-Y7,2 Seasons,Kids' TV,1,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves."
s3680,TV Show,Liv and Maddie,United States,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King","April 23, 2017",2017,TV-G,4 Seasons,"Kids' TV, TV Comedies",1,"After four years in Hollywood as a television star, Liv returns to Wisconsin to discover that either she – or her family – has changed."
s3681,TV Show,Live,South Korea,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il","February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",1,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.
s3682,Movie,"Live Twice, Love Once",Spain,Maria Ripoll,"Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López, Isabel Requena, Aina Clotet, Antonio Valero, María Zamora, Hugo Balaguer, Valeria Schoneveld","January 7, 2020",2020,TV-MA,102 min,"Comedies, Dramas, International Movies",1,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush."
s3683,TV Show,Live Up To Your Name,South Korea,,"Kim Nam-gil, Kim Ah-joong, Yoo Min-kyu, Moon Ga-young, Yun Ju-sang, Um Hyo-sup, An Seok-hwan, Lee Dae-yeon, Oh Dae-whan","January 1, 2020",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",1,"Pushed together by twists of time, a Joseon doctor and a cardiac surgeon overcome their 400-year divide as they learn and heal through each other."
s3684,Movie,Living in Bondage: Breaking Free,Nigeria,Ramsey Nouah,"Swanky JKA, Kenneth Okonkwo, Ramsey Nouah, Enyinna Nwigwe, Nancy Isime, Shawn Faqua, Munachi Abii, Zulu Adigwe","May 22, 2020",2019,TV-MA,149 min,"Horror Movies, International Movies, Thrillers",1,"Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult."
s3685,TV Show,Living Undocumented,United States,,,"October 2, 2019",2019,TV-MA,1 Season,Docuseries,1,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.
s3686,TV Show,Living with Yourself,United States,,"Paul Rudd, Aisling Bea, Desmin Borges, Zoë Chao, Karen Pittman","October 18, 2019",2019,TV-MA,1 Season,"TV Comedies, TV Dramas",1,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself."
s3687,Movie,Lizzie Borden Took an Ax,United States,Nick Gomez,"Christina Ricci, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Emily Anderson, Andrea Runge, Billy Campbell, Jennifer Kydd, Kirstin Howell, John Maclaren","July 25, 2016",2014,TV-14,87 min,Thrillers,1,"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death."
s3688,TV Show,Llama Llama,United States,,"Jennifer Garner, Shayle Simons, Vania Gill, Islie Hirvonen, Brendon Sunderland, Austin Abell, Evans Johnson, Kathleen Barr, David Hoole","November 15, 2019",2019,TV-Y,2 Seasons,Kids' TV,1,"Beloved children's book character Llama Llama springs to life in this heartwarming series about family, friendship and learning new things."
s3689,Movie,Lo and Behold: Reveries of the Connected World,United States,Werner Herzog,Werner Herzog,"December 23, 2016",2016,PG-13,98 min,Documentaries,1,"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence."
s3690,Movie,Lo más sencillo es complicarlo todo,Mexico,Rene Bueno,"Danna Paola, Marjorie De Sousa, Alosian Vivancos, Daniela Wong, Lalo Brito, Eduardo Tanús, Paulina Matos, Fernando Sarfati, Lorena San Martín, Consuelo Vega","May 4, 2018",2018,TV-14,94 min,"Comedies, International Movies, Romantic Movies",1,"When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
s3691,TV Show,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),Spain,,,"February 1, 2019",2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1,"This true crime series investigates newfound evidence and unanswered questions in famous criminal cases, such as the murder of Asunta Basterra Porto."
s3692,TV Show,Lo que la vida me robó,Mexico,,"Angelique Boyer, Sebastián Rulli, Luis Roberto Guzmán, Osvaldo Benavides, Daniela Castro, Ana Bertha Espín, Gabriela Rivero, Alejandro Ávila, Alejandra García, Carlos de la Mota, Sergio Sendel, Ferdinando Valencia, Grettell Valdez, Verónica Jaspeado, Margarita Magaña, Alexis Ayala, Alejandra Procuna, Juan Carlos Barreto","December 31, 2017",2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",1,"In seaside Aguazul, beautiful Montserrat and her wily mother tangle with lovers, gangsters, financial ruin, obsession – and murder."
s3693,TV Show,Loaded,United Kingdom,,"Jim Howick, Samuel Anderson, Jonny Sweet, Nick Helm, Mary McCormack, Aimee-Ffion Edwards, Lolly Adefope","April 1, 2018",2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",1,Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.
s3694,Movie,Lock,India,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Smeep Kang, Geeta Basra, Karamjit Anmol, Harpal Singh, Vikram Grover, Priyanka Sharma","October 1, 2018",2016,TV-14,90 min,"Dramas, International Movies",1,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong."
s3695,Movie,Lock Your Girls In,,Fouad El-Mohandes,"Fouad El-Mohandes, Sanaa Younes, Sherihan, Ahmed Rateb, Ijlal Zaki, Zakariya Mowafi","May 21, 2020",1982,TV-PG,233 min,"Comedies, International Movies, Romantic Movies",1,A widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.
s3696,Movie,"Lock, Stock and Two Smoking Barrels",United Kingdom,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean","January 1, 2019",1998,R,108 min,"Action & Adventure, Comedies, Independent Movies",1,"Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt."
s3697,Movie,Locke,"United Kingdom, United States",Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott, Ben Daniels, Tom Holland, Bill Milner, Danny Webb, Alice Lowe, Silas Carson","July 15, 2018",2013,R,85 min,"Dramas, Independent Movies",1,"Over the space of 90 minutes, Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London."
s3698,TV Show,Locke & Key,"Canada, United States",,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott, Petrice Jones, Laysla De Oliveira, Griffin Gluck, Sherri Saum, Aaron Ashmore, Bill Heck, Genevieve Kang, Kevin Alves, Thomas Mitchell Barnet, Eric Graise, Felix Mallard, Martin Roach, Steven Williams, Coby Bird","February 7, 2020",2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",1,"After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets."
s3699,Movie,Locked on You,Turkey,Kıvanç Baruönü,"Ata Demirer, Demet Akbağ, Gonca Vuslateri, İlker Aksum, Tarık Ünlüoğlu, Erkan Can, Hande Dane, Ayten Uncuoğlu, Hakan Salınmış, İştar Gökseven","September 13, 2019",2018,TV-14,105 min,"Comedies, International Movies",1,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island."
